,KAMCHAY,LRCHRUM,ATAY,TATAY,KIRIROM1,KIRIROM3
226,137.88398412499998,433.458593,319.30429875,187.277734625,9.592578125,8.9484375
227,141.76562475,431.88047100000006,319.5597675,186.790624375,9.73515625,9.194140625
228,141.53242212499998,440.96562775,326.677734,188.76835925,9.65625,9.258984375
229,142.4703125,450.27499900000004,331.56445475,191.4249995,9.8546875,9.4078125
230,148.33984375,473.87734524999996,346.125587,199.413867125,10.36484375,9.64296875
231,152.83984412499998,469.14218925000006,343.54785024999995,200.71582074999998,10.703125,9.7626953125
232,145.410352625,447.8070317499999,329.198242,198.361718625,10.5736328125,9.9904296875
233,140.86425712500002,431.00156200000004,319.93066375,194.60214825,10.61640625,9.9880859375
234,138.278125125,429.931839,318.60312600000003,192.349414125,10.473828125,9.957421875
235,139.369922,431.06094075,318.707619,190.03007762500002,10.257421875,9.7712890625
236,139.944531,432.05234275000004,319.04121124999995,188.944726875,10.1892578125,9.64375
237,143.45742175,430.20917975000003,317.27070425,190.536914,10.56875,9.8052734375
238,146.58945325,431.98125,317.98359375000007,191.749022875,10.459375,9.7697265625
239,146.304100875,444.99355525,324.80136600000003,198.63378925,10.7179687625,9.7912109375
240,152.660937375,462.9718737499999,336.64277275,210.878125625,11.0259765625,10.0419922
241,152.23964800000002,457.9603532499999,336.40214725,204.79511562500002,11.0322265625,10.069140625
242,146.942969125,444.7312507500001,326.95722675,202.17441325000001,10.866992175,10.104296875
243,141.35371062500002,424.00058774999997,311.70585925000006,193.694141125,10.7802734375,9.9195312625
244,132.881054625,409.71366900000004,302.964259125,184.971094875,10.44433595,9.6511718875
245,127.26445250000002,403.81503824999993,298.319531125,184.261328375,10.2859375,9.5498046875
246,127.751757875,394.8861295,291.678124125,182.42695325,10.28671875,9.3775390625
247,130.361523875,390.70624949999996,289.36074262499994,179.746093875,10.27734375,9.37285155
248,133.65332099999998,391.7005835,289.79238250000003,178.289453,10.2773437625,9.320703125
249,135.250390375,388.22168000000005,287.00175774999997,177.55605387500003,10.1169922,9.327734375
250,135.37558625,388.70527375000006,287.5451165,180.32246075,10.2837890625,9.481640625
251,147.44042875,411.38457325,301.01953175,188.764647875,10.8326171875,9.806640625
252,160.01562462500002,435.58691225,315.96445225,200.94707025,11.359765625,10.0302734375
253,164.66308550000002,437.24355475000004,319.41288900000006,200.24668012499998,11.284765625,10.005859375
254,159.835938,427.20292924999995,313.18691299999995,197.056641,11.006640625,9.791210925
255,152.6955085,427.7943347500001,313.03320225000004,198.264648625,11.0025390375,9.7859375
256,148.58339900000001,432.12734650000004,314.1218747500001,203.2728515,11.15625,9.7830078125
257,153.293751,454.0472657500001,328.28613325000003,221.439844,11.5037109375,9.87578125
258,163.64589800000002,466.20117199999993,336.783789,231.05722575000004,12.0234375125,10.225195325
259,165.697851,471.70332175000004,343.1671882500001,228.29824324999998,12.009765625,10.1820312625
260,175.951366625,454.0578085000001,330.0775392499999,223.4154305,12.2316406,10.3650390625
261,174.87871149999998,457.3068332499999,332.370507,220.90449125,12.2238281,10.576367175
262,168.79921875,445.96347975,325.83964725,216.422656375,12.499023425,10.5943359375
263,166.77246125,435.87695300000007,318.28710750000005,217.50449212499998,12.654101575,10.6908202875
264,168.007227,447.1167975,326.27636750000005,221.73711024999994,12.809570274999999,10.9136718875
265,161.27441320000003,425.09082075,311.993751,215.02382762500002,12.5875000375,10.691601575
266,155.66933625,418.39258,306.5667957500001,214.56992225,12.3064452625,10.5437500125
267,155.798632375,415.38925725,305.107031,214.44511650000004,12.3097656,10.5146484375
268,157.996679375,424.7220695,311.63203024999996,215.71191474999995,12.690429725,10.7498047
269,164.18828075000002,466.7281274999999,342.33632750000004,224.300000375,12.9279296625,10.812304675
270,173.963282,459.1009775000001,334.66796800000003,225.15097674999998,13.117578125,10.92109375
271,179.523632625,445.54335950000007,326.09082075000003,227.73769574999997,13.557812512499998,11.2548828125
272,182.208984875,444.0865255,326.50195325,229.92929699999996,13.6855468625,11.2847656375
273,186.237304125,448.07929725,328.85957125,235.96757825000003,13.777539100000002,11.3595703125
274,188.1566405,448.6349614999999,329.82070375,235.02871224999998,13.785351550000001,11.2414062375
275,189.4021485,455.685545,331.9007815,233.15605325,13.662890625,11.251757825
276,188.71289025000002,453.95644374999995,329.57832275,231.29140700000002,13.657812487500001,11.059375
277,192.77539124999998,473.8695327500001,341.04882950000007,246.64804725000005,13.6939452875,11.173046875
278,199.04316425,463.33320299999986,337.67597549999994,241.63125012499995,14.12695315,11.4330078
279,197.419531375,451.35585825,330.63359249999996,234.949022375,14.1757812375,11.591601575
280,192.23261824999997,435.0888675,318.33593575000003,232.51054737500004,14.069140612500002,11.5968749625
281,182.79961099999997,423.29863374999996,311.5761729999999,227.62558675,13.726171862500001,11.28515625
282,174.78281262500002,419.0076167500001,308.19941425,226.80371200000005,13.640624975,11.2882812375
283,180.126171625,421.32792974999995,309.44707024999997,232.417382375,13.7951171875,11.48359375
284,183.40820324999999,411.74336174999996,303.0878905,227.31679662500005,13.82773435,11.52714845
285,182.47460949999999,442.8046862499999,323.8994137499999,233.33007650000005,13.896093725,11.71816405
286,180.52128937499998,428.11210950000003,314.21874950000006,229.06523425,13.608203075,11.5771484375
287,174.429297,420.2976565,309.95312399999995,221.30742112500002,13.216406287500002,11.3425781375
288,169.49238399999996,395.95879024999994,291.40371100000004,213.28867099999997,12.71484375,10.913476575
289,169.802539,378.41601675000004,279.5599615,206.76386637500005,12.588085925,10.68515625
290,172.589257125,382.67460924999995,280.4185534999999,218.98202974999998,12.8427734375,10.75546875
291,173.494141125,384.27480525,278.41425825,221.98046775000003,12.970507800000002,10.87246095
292,168.160741875,367.75644475,269.562303375,208.574609125,12.816601574999998,10.6287109
293,166.07734312500003,342.44043,252.85293125000004,196.21074125,12.6107422125,10.1447265875
294,164.260156,327.34472575000007,242.22148362500002,185.66269612499997,12.5902343375,9.7640624875
295,163.298046425,322.19706974999997,236.43359387499996,184.87187587499997,12.35371095,9.8609375375
296,161.02246175,322.13691412499986,236.245897375,181.54414037499998,12.1605469,9.5451171875
297,162.090624925,319.01152287499997,232.68808562499999,176.931053375,11.9771484,9.2275390625
298,158.157617625,308.90039062500006,226.75566237499999,171.028320875,11.6013672375,9.096679675
299,149.767382625,296.644922,217.79023325000009,164.48789025000002,11.3212890875,8.7953125
300,143.74101599999997,284.66621075,208.96640687499993,157.405859675,11.04531255,8.4796875
301,139.104883325,265.3232413749999,196.09589974999997,149.45156275,10.685351575,8.09375
302,138.2751953,254.33085875,188.2675775,143.087303875,10.2349609375,7.744140625
303,135.75488372499998,246.81269512500006,182.39941549999998,138.720312625,10.09785155,7.540234375
304,133.898048325,241.379687125,178.64775462499998,132.40107404999998,9.78603515,7.259667962500001
305,127.87646542499999,225.63261637500005,167.07167937499997,125.69316345000001,9.410449175,6.8958984425
306,124.35673989999998,215.37431575,159.48134737499998,119.742578325,9.230371057500001,6.626660157500001
307,120.40595725,209.001074375,154.649804625,115.9377927,8.81796875,6.381542959999999
308,118.64794932500001,197.766211,146.82685542500002,109.976464725,8.5438476625,6.1632812425
309,118.7615238,194.005077625,143.974511,107.149999775,8.3506836,5.943457025
310,121.96962842500002,198.15839912500002,145.43369195,109.46591787499999,8.2315429675,5.81289062
311,119.2535155,189.622461,139.81328012500003,103.706542675,8.0333984375,5.614062505
312,111.67011737500002,177.07783224999997,131.353907325,97.24892555,7.6795898575,5.4052734424999995
313,101.8880856,166.048046625,122.963086875,91.703418625,7.3289062575,5.1617187575
314,96.8746093,158.48798812500002,116.482617175,90.32167955,7.109765627500001,4.9874023450000005
315,96.19267500000002,157.64755825,115.9879889,87.8997072,6.827050782500001,4.804296875
316,92.60888640000002,160.772656125,117.32968819999999,85.73886717500001,6.555468747499999,4.7041992200000005
317,87.756250125,152.799610075,111.4842776,82.47939474999998,6.3190429675,4.632421875
318,86.49951157500001,147.111328125,107.354687525,80.51054697499998,6.190234372499999,4.45214844
319,83.48457012499999,142.247070175,104.4783209,77.42499967500001,5.8708984375,4.203906250000001
320,80.66972645,133.8040038,98.22997987500001,74.526953575,5.72285156,4.0560546875
321,78.68613265,130.2489255,95.89394517500001,72.56748055,5.4703125,3.8488281225
322,80.99648442499999,126.976269875,92.518945375,70.52324237500001,5.321484375,3.739062495
323,77.721191275,115.776854925,85.134472625,65.32578115,5.080371095,3.5249999975
324,70.00312472499999,106.43906245000001,78.47255852499998,60.14384787499999,4.7785156225,3.274023435
325,65.886425375,101.54052712500001,74.52988297499999,57.80390619999999,4.568261722500001,3.09404297
326,61.02529273749999,98.722168075,72.507812175,54.552246400000016,4.282128907500001,2.924609375
327,57.1893557375,100.30292965,74.58759774999999,51.75322240000001,4.1885742200000005,2.756152345
328,56.2891599375,90.595898225,67.542675275,48.303808475000004,4.020410157500001,2.61279297
329,54.19472671250001,84.395605275,62.666210675,46.2358398375,3.8617187475000003,2.5329101575
330,51.018359325000006,81.27031244999999,58.910058549999995,45.0752930375,3.69941406,2.4332031225
331,48.119726674999995,77.75556645,56.220215124999996,43.75029285000001,3.517382815,2.359765625
332,46.16123052500001,73.47167942500002,53.877441499999996,42.122851612499986,3.3728515625,2.2916015625
333,45.308984162499996,71.805078025,53.288769375,41.5003905625,3.339257815,2.281445315
334,43.165722275,69.61103507499999,52.13027325,39.57168001249998,3.21308594,2.197753905
335,41.2328124625,67.64638695,50.77060555,37.883007774999996,3.096777345,2.089160155
336,40.62451155000001,65.4237304,48.846679425000005,36.58242173749999,2.9729492175,1.9945312524999999
337,39.312206950000004,63.71162107500002,47.176660375,35.29091805,2.87519531,1.9071289000000005
338,38.737500162500005,63.05761670000002,46.320507612499995,33.4648436375,2.7248046875,1.7954101574999999
