Year,Month,Day,Hour,GS1,GS2,GS3,GS4,GS5,GS6,GS7,SRP,SHV,KPCM,BTB,BMC,STR,TKO,KPT,KPS
2016,1,22,15,111.1,111.1,83.4,55.6,83.4,55.6,100.3,60.9,33.8,39.6,47.7,17.6,11,16.9,16.1,30.8
2016,1,22,16,101,101,75.7,50.5,75.7,50.5,91.2,55.4,30.7,36,43.4,16,10,15.3,14.7,28
2016,1,22,17,97.3,97.3,73,48.6,73,48.6,87.8,53.3,29.6,34.7,41.8,15.4,9.6,14.8,14.1,27
2016,1,22,18,103.4,103.4,77.5,51.7,77.5,51.7,93.4,56.7,31.4,36.9,44.4,16.4,10.2,15.7,15,28.7
2016,1,22,19,103.8,103.8,77.8,51.9,77.8,51.9,93.7,56.9,31.5,37,44.6,16.4,10.3,15.8,15.1,28.8
2016,1,22,20,105.9,105.9,79.4,53,79.4,53,95.6,58.1,32.2,37.8,45.5,16.8,10.5,16.1,15.4,29.4
2016,1,22,21,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54.2,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,1,22,22,91.1,91.1,68.3,45.5,68.3,45.5,82.2,49.9,27.7,32.5,39.1,14.4,9,13.8,13.2,25.3
2016,1,22,23,86.2,86.2,64.7,43.1,64.7,43.1,77.9,47.3,26.2,30.8,37,13.7,8.5,13.1,12.5,23.9
2016,1,23,0,37.1,37.1,27.8,18.5,27.8,18.5,33.5,20.3,11.3,13.2,15.9,5.9,3.7,5.6,5.4,10.3
2016,1,23,1,36.3,36.3,27.2,18.2,27.2,18.2,32.8,19.9,11,13,15.6,5.8,3.6,5.5,5.3,10.1
2016,1,23,2,34.5,34.5,25.9,17.3,25.9,17.3,31.2,18.9,10.5,12.3,14.8,5.5,3.4,5.2,5,9.6
2016,1,23,3,33.8,33.8,25.3,16.9,25.3,16.9,30.5,18.5,10.3,12.1,14.5,5.4,3.3,5.1,4.9,9.4
2016,1,23,4,32.9,32.9,24.7,16.4,24.7,16.4,29.7,18,10,11.7,14.1,5.2,3.3,5,4.8,9.1
2016,1,23,5,31.4,31.4,23.5,15.7,23.5,15.7,28.3,17.2,9.5,11.2,13.5,5,3.1,4.8,4.6,8.7
2016,1,23,6,32.8,32.8,24.6,16.4,24.6,16.4,29.6,18,10,11.7,14.1,5.2,3.2,5,4.8,9.1
2016,1,23,7,39.2,39.2,29.4,19.6,29.4,19.6,35.4,21.5,11.9,14,16.8,6.2,3.9,6,5.7,10.9
2016,1,23,8,42.5,42.5,31.9,21.3,31.9,21.3,38.4,23.3,12.9,15.2,18.3,6.7,4.2,6.5,6.2,11.8
2016,1,23,9,45.1,45.1,33.8,22.5,33.8,22.5,40.7,24.7,13.7,16.1,19.4,7.1,4.5,6.8,6.6,12.5
2016,1,23,10,48.8,48.8,36.6,24.4,36.6,24.4,44,26.7,14.8,17.4,20.9,7.7,4.8,7.4,7.1,13.5
2016,1,23,11,48,48,36,24,36,24,43.3,26.3,14.6,17.1,20.6,7.6,4.8,7.3,7,13.3
2016,1,23,12,45.1,45.1,33.8,22.5,33.8,22.5,40.7,24.7,13.7,16.1,19.4,7.1,4.5,6.8,6.6,12.5
2016,1,23,13,45.7,45.7,34.3,22.9,34.3,22.9,41.3,25.1,13.9,16.3,19.6,7.2,4.5,6.9,6.6,12.7
2016,1,23,14,46.4,46.4,34.8,23.2,34.8,23.2,41.9,25.4,14.1,16.5,19.9,7.3,4.6,7,6.7,12.9
2016,1,23,15,45.9,45.9,34.4,22.9,34.4,22.9,41.4,25.1,13.9,16.4,19.7,7.3,4.5,7,6.7,12.7
2016,1,23,16,45.3,45.3,34,22.7,34,22.7,40.9,24.9,13.8,16.2,19.5,7.2,4.5,6.9,6.6,12.6
2016,1,23,17,41.9,41.9,31.4,21,31.4,21,37.8,23,12.7,14.9,18,6.6,4.2,6.4,6.1,11.6
2016,1,23,18,50.3,50.3,37.7,25.1,37.7,25.1,45.4,27.6,15.3,17.9,21.6,8,5,7.6,7.3,14
2016,1,23,19,52.7,52.7,39.5,26.4,39.5,26.4,47.6,28.9,16,18.8,22.6,8.4,5.2,8,7.7,14.6
2016,1,23,20,51.8,51.8,38.9,25.9,38.9,25.9,46.8,28.4,15.7,18.5,22.2,8.2,5.1,7.9,7.5,14.4
2016,1,23,21,50.8,50.8,38.1,25.4,38.1,25.4,45.9,27.9,15.4,18.1,21.8,8.1,5,7.7,7.4,14.1
2016,1,23,22,43.6,43.6,32.7,21.8,32.7,21.8,39.3,23.9,13.2,15.5,18.7,6.9,4.3,6.6,6.3,12.1
2016,1,23,23,36.8,36.8,27.6,18.4,27.6,18.4,33.3,20.2,11.2,13.1,15.8,5.8,3.6,5.6,5.4,10.2
2016,1,24,0,37.1,37.1,27.8,18.5,27.8,18.5,33.5,20.3,11.3,13.2,15.9,5.9,3.7,5.6,5.4,10.3
2016,1,24,1,36.3,36.3,27.2,18.2,27.2,18.2,32.8,19.9,11,13,15.6,5.8,3.6,5.5,5.3,10.1
2016,1,24,2,34.5,34.5,25.9,17.3,25.9,17.3,31.2,18.9,10.5,12.3,14.8,5.5,3.4,5.2,5,9.6
2016,1,24,3,33.8,33.8,25.3,16.9,25.3,16.9,30.5,18.5,10.3,12.1,14.5,5.4,3.3,5.1,4.9,9.4
2016,1,24,4,32.9,32.9,24.7,16.4,24.7,16.4,29.7,18,10,11.7,14.1,5.2,3.3,5,4.8,9.1
2016,1,24,5,31.4,31.4,23.5,15.7,23.5,15.7,28.3,17.2,9.5,11.2,13.5,5,3.1,4.8,4.6,8.7
2016,1,24,6,32.8,32.8,24.6,16.4,24.6,16.4,29.6,18,10,11.7,14.1,5.2,3.2,5,4.8,9.1
2016,1,24,7,39.2,39.2,29.4,19.6,29.4,19.6,35.4,21.5,11.9,14,16.8,6.2,3.9,6,5.7,10.9
2016,1,24,8,42.5,42.5,31.9,21.3,31.9,21.3,38.4,23.3,12.9,15.2,18.3,6.7,4.2,6.5,6.2,11.8
2016,1,24,9,45.1,45.1,33.8,22.5,33.8,22.5,40.7,24.7,13.7,16.1,19.4,7.1,4.5,6.8,6.6,12.5
2016,1,24,10,48.8,48.8,36.6,24.4,36.6,24.4,44,26.7,14.8,17.4,20.9,7.7,4.8,7.4,7.1,13.5
2016,1,24,11,48,48,36,24,36,24,43.3,26.3,14.6,17.1,20.6,7.6,4.8,7.3,7,13.3
2016,1,24,12,45.1,45.1,33.8,22.5,33.8,22.5,40.7,24.7,13.7,16.1,19.4,7.1,4.5,6.8,6.6,12.5
2016,1,24,13,45.7,45.7,34.3,22.9,34.3,22.9,41.3,25.1,13.9,16.3,19.6,7.2,4.5,6.9,6.6,12.7
2016,1,24,14,46.4,46.4,34.8,23.2,34.8,23.2,41.9,25.4,14.1,16.5,19.9,7.3,4.6,7,6.7,12.9
2016,1,24,15,45.9,45.9,34.4,22.9,34.4,22.9,41.4,25.1,13.9,16.4,19.7,7.3,4.5,7,6.7,12.7
2016,1,24,16,45.3,45.3,34,22.7,34,22.7,40.9,24.9,13.8,16.2,19.5,7.2,4.5,6.9,6.6,12.6
2016,1,24,17,41.9,41.9,31.4,21,31.4,21,37.8,23,12.7,14.9,18,6.6,4.2,6.4,6.1,11.6
2016,1,24,18,50.3,50.3,37.7,25.1,37.7,25.1,45.4,27.6,15.3,17.9,21.6,8,5,7.6,7.3,14
2016,1,24,19,52.7,52.7,39.5,26.4,39.5,26.4,47.6,28.9,16,18.8,22.6,8.4,5.2,8,7.7,14.6
2016,1,24,20,51.8,51.8,38.9,25.9,38.9,25.9,46.8,28.4,15.7,18.5,22.2,8.2,5.1,7.9,7.5,14.4
2016,1,24,21,50.8,50.8,38.1,25.4,38.1,25.4,45.9,27.9,15.4,18.1,21.8,8.1,5,7.7,7.4,14.1
2016,1,24,22,43.6,43.6,32.7,21.8,32.7,21.8,39.3,23.9,13.2,15.5,18.7,6.9,4.3,6.6,6.3,12.1
2016,1,24,23,36.8,36.8,27.6,18.4,27.6,18.4,33.3,20.2,11.2,13.1,15.8,5.8,3.6,5.6,5.4,10.2
2016,1,25,0,81.7,81.7,61.3,40.8,61.3,40.8,73.7,44.8,24.8,29.1,35.1,12.9,8.1,12.4,11.9,22.7
2016,1,25,1,79.4,79.4,59.5,39.7,59.5,39.7,71.7,43.5,24.1,28.3,34.1,12.6,7.9,12.1,11.5,22
2016,1,25,2,76.3,76.3,57.3,38.2,57.3,38.2,68.9,41.8,23.2,27.2,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,25,3,74.7,74.7,56,37.3,56,37.3,67.4,40.9,22.7,26.6,32.1,11.8,7.4,11.3,10.9,20.7
2016,1,25,4,74.3,74.3,55.7,37.2,55.7,37.2,67.1,40.7,22.6,26.5,31.9,11.8,7.4,11.3,10.8,20.6
2016,1,25,5,76.3,76.3,57.3,38.2,57.3,38.2,68.9,41.8,23.2,27.2,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,25,6,91.4,91.4,68.6,45.7,68.6,45.7,82.6,50.1,27.8,32.6,39.3,14.5,9.1,13.9,13.3,25.4
2016,1,25,7,109,109,81.7,54.5,81.7,54.5,98.4,59.7,33.1,38.9,46.8,17.3,10.8,16.6,15.8,30.2
2016,1,25,8,118,118,88.5,59,88.5,59,106.5,64.7,35.9,42.1,50.7,18.7,11.7,17.9,17.1,32.7
2016,1,25,9,118.1,118.1,88.6,59.1,88.6,59.1,106.7,64.8,35.9,42.1,50.7,18.7,11.7,17.9,17.2,32.8
2016,1,25,10,112.7,112.7,84.5,56.3,84.5,56.3,101.7,61.8,34.2,40.2,48.4,17.9,11.2,17.1,16.4,31.3
2016,1,25,11,108.1,108.1,81.1,54,81.1,54,97.6,59.3,32.8,38.6,46.4,17.1,10.7,16.4,15.7,30
2016,1,25,12,117.6,117.6,88.2,58.8,88.2,58.8,106.2,64.5,35.7,41.9,50.5,18.6,11.7,17.9,17.1,32.6
2016,1,25,13,122.1,122.1,91.5,61,91.5,61,110.2,66.9,37.1,43.5,52.4,19.3,12.1,18.5,17.7,33.9
2016,1,25,14,117,117,87.7,58.5,87.7,58.5,105.6,64.1,35.5,41.7,50.2,18.5,11.6,17.8,17,32.5
2016,1,25,15,111.1,111.1,83.4,55.6,83.4,55.6,100.3,60.9,33.8,39.6,47.7,17.6,11,16.9,16.1,30.8
2016,1,25,16,101,101,75.7,50.5,75.7,50.5,91.2,55.4,30.7,36,43.4,16,10,15.3,14.7,28
2016,1,25,17,97.2,97.2,72.9,48.6,72.9,48.6,87.7,53.3,29.5,34.7,41.7,15.4,9.6,14.8,14.1,27
2016,1,25,18,103.4,103.4,77.5,51.7,77.5,51.7,93.4,56.7,31.4,36.9,44.4,16.4,10.2,15.7,15,28.7
2016,1,25,19,103.8,103.8,77.8,51.9,77.8,51.9,93.7,56.9,31.5,37,44.6,16.4,10.3,15.8,15.1,28.8
2016,1,25,20,105.9,105.9,79.4,53,79.4,53,95.6,58.1,32.2,37.8,45.5,16.8,10.5,16.1,15.4,29.4
2016,1,25,21,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54.2,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,1,25,22,90.9,90.9,68.2,45.5,68.2,45.5,82.1,49.9,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,1,25,23,86.2,86.2,64.7,43.1,64.7,43.1,77.9,47.3,26.2,30.8,37,13.7,8.5,13.1,12.5,23.9
2016,1,26,0,81.7,81.7,61.3,40.8,61.3,40.8,73.7,44.8,24.8,29.1,35.1,12.9,8.1,12.4,11.9,22.7
2016,1,26,1,79.4,79.4,59.5,39.7,59.5,39.7,71.7,43.5,24.1,28.3,34.1,12.6,7.9,12.1,11.5,22
2016,1,26,2,76.3,76.3,57.3,38.2,57.3,38.2,68.9,41.8,23.2,27.2,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,26,3,74.7,74.7,56,37.3,56,37.3,67.4,40.9,22.7,26.6,32.1,11.8,7.4,11.3,10.9,20.7
2016,1,26,4,74.3,74.3,55.7,37.2,55.7,37.2,67.1,40.7,22.6,26.5,31.9,11.8,7.4,11.3,10.8,20.6
2016,1,26,5,76.3,76.3,57.3,38.2,57.3,38.2,68.9,41.8,23.2,27.2,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,26,6,91.4,91.4,68.6,45.7,68.6,45.7,82.6,50.1,27.8,32.6,39.3,14.5,9.1,13.9,13.3,25.4
2016,1,26,7,109,109,81.7,54.5,81.7,54.5,98.4,59.7,33.1,38.9,46.8,17.3,10.8,16.6,15.8,30.2
2016,1,26,8,118,118,88.5,59,88.5,59,106.5,64.7,35.9,42.1,50.7,18.7,11.7,17.9,17.1,32.7
2016,1,26,9,118.1,118.1,88.6,59.1,88.6,59.1,106.7,64.8,35.9,42.1,50.7,18.7,11.7,17.9,17.2,32.8
2016,1,26,10,112.7,112.7,84.5,56.3,84.5,56.3,101.7,61.8,34.2,40.2,48.4,17.9,11.2,17.1,16.4,31.3
2016,1,26,11,108.1,108.1,81.1,54,81.1,54,97.6,59.3,32.8,38.6,46.4,17.1,10.7,16.4,15.7,30
2016,1,26,12,117.6,117.6,88.2,58.8,88.2,58.8,106.2,64.5,35.7,41.9,50.5,18.6,11.7,17.9,17.1,32.6
2016,1,26,13,121.9,121.9,91.4,61,91.4,61,110.1,66.8,37,43.5,52.3,19.3,12.1,18.5,17.7,33.8
2016,1,26,14,117,117,87.7,58.5,87.7,58.5,105.6,64.1,35.5,41.7,50.2,18.5,11.6,17.8,17,32.5
2016,1,26,15,111,111,83.3,55.5,83.3,55.5,100.2,60.9,33.7,39.6,47.7,17.6,11,16.9,16.1,30.8
2016,1,26,16,101,101,75.7,50.5,75.7,50.5,91.2,55.4,30.7,36,43.4,16,10,15.3,14.7,28
2016,1,26,17,97.2,97.2,72.9,48.6,72.9,48.6,87.7,53.3,29.5,34.7,41.7,15.4,9.6,14.8,14.1,27
2016,1,26,18,103.4,103.4,77.5,51.7,77.5,51.7,93.4,56.7,31.4,36.9,44.4,16.4,10.2,15.7,15,28.7
2016,1,26,19,103.8,103.8,77.8,51.9,77.8,51.9,93.7,56.9,31.5,37,44.6,16.4,10.3,15.8,15.1,28.8
2016,1,26,20,105.9,105.9,79.4,53,79.4,53,95.6,58.1,32.2,37.8,45.5,16.8,10.5,16.1,15.4,29.4
2016,1,26,21,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54.2,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,1,26,22,90.9,90.9,68.2,45.5,68.2,45.5,82.1,49.9,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,1,26,23,86.2,86.2,64.7,43.1,64.7,43.1,77.9,47.3,26.2,30.8,37,13.7,8.5,13.1,12.5,23.9
2016,1,27,0,81.7,81.7,61.3,40.8,61.3,40.8,73.7,44.8,24.8,29.1,35.1,12.9,8.1,12.4,11.9,22.7
2016,1,27,1,79.4,79.4,59.5,39.7,59.5,39.7,71.7,43.5,24.1,28.3,34.1,12.6,7.9,12.1,11.5,22
2016,1,27,2,76.3,76.3,57.3,38.2,57.3,38.2,68.9,41.8,23.2,27.2,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,27,3,74.7,74.7,56,37.3,56,37.3,67.4,40.9,22.7,26.6,32.1,11.8,7.4,11.3,10.9,20.7
2016,1,27,4,74.3,74.3,55.7,37.2,55.7,37.2,67.1,40.7,22.6,26.5,31.9,11.8,7.4,11.3,10.8,20.6
2016,1,27,5,76.2,76.2,57.2,38.1,57.2,38.1,68.8,41.8,23.2,27.2,32.7,12.1,7.6,11.6,11.1,21.1
2016,1,27,6,91.4,91.4,68.6,45.7,68.6,45.7,82.6,50.1,27.8,32.6,39.3,14.5,9.1,13.9,13.3,25.4
2016,1,27,7,109,109,81.7,54.5,81.7,54.5,98.4,59.7,33.1,38.9,46.8,17.3,10.8,16.6,15.8,30.2
2016,1,27,8,118,118,88.5,59,88.5,59,106.5,64.7,35.9,42.1,50.7,18.7,11.7,17.9,17.1,32.7
2016,1,27,9,118.1,118.1,88.6,59.1,88.6,59.1,106.7,64.8,35.9,42.1,50.7,18.7,11.7,17.9,17.2,32.8
2016,1,27,10,112.7,112.7,84.5,56.3,84.5,56.3,101.7,61.8,34.2,40.2,48.4,17.9,11.2,17.1,16.4,31.3
2016,1,27,11,108.1,108.1,81.1,54,81.1,54,97.6,59.3,32.8,38.6,46.4,17.1,10.7,16.4,15.7,30
2016,1,27,12,117.6,117.6,88.2,58.8,88.2,58.8,106.2,64.5,35.7,41.9,50.5,18.6,11.7,17.9,17.1,32.6
2016,1,27,13,121.9,121.9,91.4,61,91.4,61,110.1,66.8,37,43.5,52.3,19.3,12.1,18.5,17.7,33.8
2016,1,27,14,117,117,87.7,58.5,87.7,58.5,105.6,64.1,35.5,41.7,50.2,18.5,11.6,17.8,17,32.5
2016,1,27,15,111,111,83.3,55.5,83.3,55.5,100.2,60.9,33.7,39.6,47.7,17.6,11,16.9,16.1,30.8
2016,1,27,16,101,101,75.7,50.5,75.7,50.5,91.2,55.4,30.7,36,43.4,16,10,15.3,14.7,28
2016,1,27,17,97.2,97.2,72.9,48.6,72.9,48.6,87.7,53.3,29.5,34.7,41.7,15.4,9.6,14.8,14.1,27
2016,1,27,18,103.3,103.3,77.4,51.6,77.4,51.6,93.2,56.6,31.4,36.8,44.3,16.4,10.2,15.7,15,28.6
2016,1,27,19,103.6,103.6,77.7,51.8,77.7,51.8,93.6,56.8,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,27,20,105.9,105.9,79.4,53,79.4,53,95.6,58.1,32.2,37.8,45.5,16.8,10.5,16.1,15.4,29.4
2016,1,27,21,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54.2,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,1,27,22,90.9,90.9,68.2,45.5,68.2,45.5,82.1,49.9,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,1,27,23,86.2,86.2,64.7,43.1,64.7,43.1,77.9,47.3,26.2,30.8,37,13.7,8.5,13.1,12.5,23.9
2016,1,28,0,81.7,81.7,61.3,40.8,61.3,40.8,73.7,44.8,24.8,29.1,35.1,12.9,8.1,12.4,11.9,22.7
2016,1,28,1,79.4,79.4,59.5,39.7,59.5,39.7,71.7,43.5,24.1,28.3,34.1,12.6,7.9,12.1,11.5,22
2016,1,28,2,76.3,76.3,57.3,38.2,57.3,38.2,68.9,41.8,23.2,27.2,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,28,3,74.7,74.7,56,37.3,56,37.3,67.4,40.9,22.7,26.6,32.1,11.8,7.4,11.3,10.9,20.7
2016,1,28,4,74.3,74.3,55.7,37.2,55.7,37.2,67.1,40.7,22.6,26.5,31.9,11.8,7.4,11.3,10.8,20.6
2016,1,28,5,76.2,76.2,57.2,38.1,57.2,38.1,68.8,41.8,23.2,27.2,32.7,12.1,7.6,11.6,11.1,21.1
2016,1,28,6,91.3,91.3,68.5,45.7,68.5,45.7,82.5,50.1,27.7,32.6,39.2,14.5,9,13.9,13.3,25.3
2016,1,28,7,109,109,81.7,54.5,81.7,54.5,98.4,59.7,33.1,38.9,46.8,17.3,10.8,16.6,15.8,30.2
2016,1,28,8,118,118,88.5,59,88.5,59,106.5,64.7,35.9,42.1,50.7,18.7,11.7,17.9,17.1,32.7
2016,1,28,9,118.1,118.1,88.6,59.1,88.6,59.1,106.7,64.8,35.9,42.1,50.7,18.7,11.7,17.9,17.2,32.8
2016,1,28,10,112.7,112.7,84.5,56.3,84.5,56.3,101.7,61.8,34.2,40.2,48.4,17.9,11.2,17.1,16.4,31.3
2016,1,28,11,108.1,108.1,81.1,54,81.1,54,97.6,59.3,32.8,38.6,46.4,17.1,10.7,16.4,15.7,30
2016,1,28,12,117.6,117.6,88.2,58.8,88.2,58.8,106.2,64.5,35.7,41.9,50.5,18.6,11.7,17.9,17.1,32.6
2016,1,28,13,121.9,121.9,91.4,61,91.4,61,110.1,66.8,37,43.5,52.3,19.3,12.1,18.5,17.7,33.8
2016,1,28,14,117,117,87.7,58.5,87.7,58.5,105.6,64.1,35.5,41.7,50.2,18.5,11.6,17.8,17,32.5
2016,1,28,15,111,111,83.3,55.5,83.3,55.5,100.2,60.9,33.7,39.6,47.7,17.6,11,16.9,16.1,30.8
2016,1,28,16,101,101,75.7,50.5,75.7,50.5,91.2,55.4,30.7,36,43.4,16,10,15.3,14.7,28
2016,1,28,17,97.2,97.2,72.9,48.6,72.9,48.6,87.7,53.3,29.5,34.7,41.7,15.4,9.6,14.8,14.1,27
2016,1,28,18,103.3,103.3,77.4,51.6,77.4,51.6,93.2,56.6,31.4,36.8,44.3,16.4,10.2,15.7,15,28.6
2016,1,28,19,103.6,103.6,77.7,51.8,77.7,51.8,93.6,56.8,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,28,20,105.9,105.9,79.4,53,79.4,53,95.6,58.1,32.2,37.8,45.5,16.8,10.5,16.1,15.4,29.4
2016,1,28,21,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54.2,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,1,28,22,90.9,90.9,68.2,45.5,68.2,45.5,82.1,49.9,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,1,28,23,86.2,86.2,64.7,43.1,64.7,43.1,77.9,47.3,26.2,30.8,37,13.7,8.5,13.1,12.5,23.9
2016,1,29,0,81.7,81.7,61.3,40.8,61.3,40.8,73.7,44.8,24.8,29.1,35.1,12.9,8.1,12.4,11.9,22.7
2016,1,29,1,79.4,79.4,59.5,39.7,59.5,39.7,71.7,43.5,24.1,28.3,34.1,12.6,7.9,12.1,11.5,22
2016,1,29,2,76.3,76.3,57.3,38.2,57.3,38.2,68.9,41.8,23.2,27.2,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,29,3,74.7,74.7,56,37.3,56,37.3,67.4,40.9,22.7,26.6,32.1,11.8,7.4,11.3,10.9,20.7
2016,1,29,4,74.3,74.3,55.7,37.2,55.7,37.2,67.1,40.7,22.6,26.5,31.9,11.8,7.4,11.3,10.8,20.6
2016,1,29,5,76.2,76.2,57.2,38.1,57.2,38.1,68.8,41.8,23.2,27.2,32.7,12.1,7.6,11.6,11.1,21.1
2016,1,29,6,91.3,91.3,68.5,45.7,68.5,45.7,82.5,50.1,27.7,32.6,39.2,14.5,9,13.9,13.3,25.3
2016,1,29,7,109,109,81.7,54.5,81.7,54.5,98.4,59.7,33.1,38.9,46.8,17.3,10.8,16.6,15.8,30.2
2016,1,29,8,118,118,88.5,59,88.5,59,106.5,64.7,35.9,42.1,50.7,18.7,11.7,17.9,17.1,32.7
2016,1,29,9,118.1,118.1,88.6,59.1,88.6,59.1,106.7,64.8,35.9,42.1,50.7,18.7,11.7,17.9,17.2,32.8
2016,1,29,10,112.5,112.5,84.4,56.3,84.4,56.3,101.6,61.7,34.2,40.1,48.3,17.8,11.1,17.1,16.4,31.2
2016,1,29,11,108.1,108.1,81.1,54,81.1,54,97.6,59.3,32.8,38.6,46.4,17.1,10.7,16.4,15.7,30
2016,1,29,12,117.6,117.6,88.2,58.8,88.2,58.8,106.2,64.5,35.7,41.9,50.5,18.6,11.7,17.9,17.1,32.6
2016,1,29,13,121.9,121.9,91.4,61,91.4,61,110.1,66.8,37,43.5,52.3,19.3,12.1,18.5,17.7,33.8
2016,1,29,14,117,117,87.7,58.5,87.7,58.5,105.6,64.1,35.5,41.7,50.2,18.5,11.6,17.8,17,32.5
2016,1,29,15,111,111,83.3,55.5,83.3,55.5,100.2,60.9,33.7,39.6,47.7,17.6,11,16.9,16.1,30.8
2016,1,29,16,100.8,100.8,75.6,50.4,75.6,50.4,91.1,55.3,30.6,36,43.3,16,10,15.3,14.7,28
2016,1,29,17,97.2,97.2,72.9,48.6,72.9,48.6,87.7,53.3,29.5,34.7,41.7,15.4,9.6,14.8,14.1,27
2016,1,29,18,103.3,103.3,77.4,51.6,77.4,51.6,93.2,56.6,31.4,36.8,44.3,16.4,10.2,15.7,15,28.6
2016,1,29,19,103.6,103.6,77.7,51.8,77.7,51.8,93.6,56.8,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,29,20,105.9,105.9,79.4,53,79.4,53,95.6,58.1,32.2,37.8,45.5,16.8,10.5,16.1,15.4,29.4
2016,1,29,21,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54.2,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,1,29,22,90.9,90.9,68.2,45.5,68.2,45.5,82.1,49.9,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,1,29,23,86.2,86.2,64.7,43.1,64.7,43.1,77.9,47.3,26.2,30.8,37,13.7,8.5,13.1,12.5,23.9
2016,1,30,0,37.1,37.1,27.8,18.5,27.8,18.5,33.5,20.3,11.3,13.2,15.9,5.9,3.7,5.6,5.4,10.3
2016,1,30,1,36.3,36.3,27.2,18.2,27.2,18.2,32.8,19.9,11,13,15.6,5.8,3.6,5.5,5.3,10.1
2016,1,30,2,34.5,34.5,25.9,17.3,25.9,17.3,31.2,18.9,10.5,12.3,14.8,5.5,3.4,5.2,5,9.6
2016,1,30,3,33.8,33.8,25.3,16.9,25.3,16.9,30.5,18.5,10.3,12.1,14.5,5.4,3.3,5.1,4.9,9.4
2016,1,30,4,32.9,32.9,24.7,16.4,24.7,16.4,29.7,18,10,11.7,14.1,5.2,3.3,5,4.8,9.1
2016,1,30,5,31.4,31.4,23.5,15.7,23.5,15.7,28.3,17.2,9.5,11.2,13.5,5,3.1,4.8,4.6,8.7
2016,1,30,6,32.8,32.8,24.6,16.4,24.6,16.4,29.6,18,10,11.7,14.1,5.2,3.2,5,4.8,9.1
2016,1,30,7,39.1,39.1,29.3,19.6,29.3,19.6,35.3,21.4,11.9,14,16.8,6.2,3.9,5.9,5.7,10.9
2016,1,30,8,42.5,42.5,31.9,21.3,31.9,21.3,38.4,23.3,12.9,15.2,18.3,6.7,4.2,6.5,6.2,11.8
2016,1,30,9,45.1,45.1,33.8,22.5,33.8,22.5,40.7,24.7,13.7,16.1,19.4,7.1,4.5,6.8,6.6,12.5
2016,1,30,10,48.8,48.8,36.6,24.4,36.6,24.4,44,26.7,14.8,17.4,20.9,7.7,4.8,7.4,7.1,13.5
2016,1,30,11,48,48,36,24,36,24,43.3,26.3,14.6,17.1,20.6,7.6,4.8,7.3,7,13.3
2016,1,30,12,45.1,45.1,33.8,22.5,33.8,22.5,40.7,24.7,13.7,16.1,19.4,7.1,4.5,6.8,6.6,12.5
2016,1,30,13,45.7,45.7,34.3,22.9,34.3,22.9,41.3,25.1,13.9,16.3,19.6,7.2,4.5,6.9,6.6,12.7
2016,1,30,14,46.4,46.4,34.8,23.2,34.8,23.2,41.9,25.4,14.1,16.5,19.9,7.3,4.6,7,6.7,12.9
2016,1,30,15,45.9,45.9,34.4,22.9,34.4,22.9,41.4,25.1,13.9,16.4,19.7,7.3,4.5,7,6.7,12.7
2016,1,30,16,45.3,45.3,34,22.7,34,22.7,40.9,24.9,13.8,16.2,19.5,7.2,4.5,6.9,6.6,12.6
2016,1,30,17,41.9,41.9,31.4,21,31.4,21,37.8,23,12.7,14.9,18,6.6,4.2,6.4,6.1,11.6
2016,1,30,18,50.3,50.3,37.7,25.1,37.7,25.1,45.4,27.6,15.3,17.9,21.6,8,5,7.6,7.3,14
2016,1,30,19,52.6,52.6,39.4,26.3,39.4,26.3,47.5,28.8,16,18.8,22.6,8.3,5.2,8,7.6,14.6
2016,1,30,20,51.7,51.7,38.8,25.8,38.8,25.8,46.7,28.3,15.7,18.4,22.2,8.2,5.1,7.9,7.5,14.3
