Year,Month,Day,Hour,GS1,GS2,GS3,GS4,GS5,GS6,GS7,SRP,SHV,KPCM,BTB,BMC,STR,TKO,KPT,KPS
2016,1,1,0,81.9,81.9,61.4,41,61.4,41,74,44.9,24.9,29.2,35.2,13,8.1,12.4,11.9,22.7
2016,1,1,1,79.6,79.6,59.7,39.8,59.7,39.8,71.9,43.7,24.2,28.4,34.2,12.6,7.9,12.1,11.6,22.1
2016,1,1,2,76.6,76.6,57.4,38.3,57.4,38.3,69.2,42,23.3,27.3,32.9,12.1,7.6,11.6,11.1,21.2
2016,1,1,3,74.9,74.9,56.2,37.5,56.2,37.5,67.7,41.1,22.8,26.7,32.2,11.9,7.4,11.4,10.9,20.8
2016,1,1,4,74.6,74.6,55.9,37.3,55.9,37.3,67.3,40.9,22.7,26.6,32,11.8,7.4,11.3,10.8,20.7
2016,1,1,5,76.5,76.5,57.3,38.2,57.3,38.2,69,41.9,23.2,27.3,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,1,6,91.7,91.7,68.8,45.9,68.8,45.9,82.8,50.3,27.9,32.7,39.4,14.5,9.1,13.9,13.3,25.4
2016,1,1,7,109.4,109.4,82,54.7,82,54.7,98.7,60,33.2,39,47,17.3,10.8,16.6,15.9,30.3
2016,1,1,8,118.4,118.4,88.8,59.2,88.8,59.2,106.9,64.9,36,42.2,50.8,18.8,11.7,18,17.2,32.8
2016,1,1,9,118.5,118.5,88.9,59.3,88.9,59.3,107,65,36,42.3,50.9,18.8,11.7,18,17.2,32.9
2016,1,1,10,112.9,112.9,84.7,56.5,84.7,56.5,102,61.9,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,1,1,11,108.5,108.5,81.4,54.2,81.4,54.2,97.9,59.5,33,38.7,46.6,17.2,10.7,16.5,15.8,30.1
2016,1,1,12,118,118,88.5,59,88.5,59,106.5,64.7,35.9,42.1,50.7,18.7,11.7,17.9,17.1,32.7
2016,1,1,13,122.3,122.3,91.7,61.2,91.7,61.2,110.4,67.1,37.2,43.6,52.5,19.4,12.1,18.6,17.8,33.9
2016,1,1,14,117.4,117.4,88,58.7,88,58.7,106,64.3,35.7,41.9,50.4,18.6,11.6,17.8,17.1,32.6
2016,1,1,15,111.4,111.4,83.5,55.7,83.5,55.7,100.6,61.1,33.8,39.7,47.8,17.7,11,16.9,16.2,30.9
2016,1,1,16,101.2,101.2,75.9,50.6,75.9,50.6,91.4,55.5,30.8,36.1,43.5,16,10,15.4,14.7,28.1
2016,1,1,17,97.5,97.5,73.2,48.8,73.2,48.8,88.1,53.5,29.6,34.8,41.9,15.5,9.7,14.8,14.2,27.1
2016,1,1,18,103.6,103.6,77.7,51.8,77.7,51.8,93.6,56.8,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,1,19,104,104,78,52,78,52,93.9,57,31.6,37.1,44.7,16.5,10.3,15.8,15.1,28.9
2016,1,1,20,106.3,106.3,79.7,53.2,79.7,53.2,96,58.3,32.3,37.9,45.6,16.9,10.5,16.2,15.4,29.5
2016,1,1,21,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54.4,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,1,1,22,91.3,91.3,68.5,45.7,68.5,45.7,82.5,50.1,27.7,32.6,39.2,14.5,9,13.9,13.3,25.3
2016,1,1,23,86.5,86.5,64.9,43.2,64.9,43.2,78.1,47.4,26.3,30.9,37.1,13.7,8.6,13.1,12.6,24
2016,1,2,0,37.2,37.2,27.9,18.6,27.9,18.6,33.6,20.4,11.3,13.3,16,5.9,3.7,5.7,5.4,10.3
2016,1,2,1,36.5,36.5,27.3,18.2,27.3,18.2,32.9,20,11.1,13,15.7,5.8,3.6,5.5,5.3,10.1
2016,1,2,2,34.7,34.7,26,17.3,26,17.3,31.3,19,10.5,12.4,14.9,5.5,3.4,5.3,5,9.6
2016,1,2,3,33.9,33.9,25.4,17,25.4,17,30.6,18.6,10.3,12.1,14.6,5.4,3.4,5.2,4.9,9.4
2016,1,2,4,33,33,24.8,16.5,24.8,16.5,29.8,18.1,10,11.8,14.2,5.2,3.3,5,4.8,9.2
2016,1,2,5,31.5,31.5,23.6,15.7,23.6,15.7,28.4,17.3,9.6,11.2,13.5,5,3.1,4.8,4.6,8.7
2016,1,2,6,32.9,32.9,24.7,16.4,24.7,16.4,29.7,18,10,11.7,14.1,5.2,3.3,5,4.8,9.1
2016,1,2,7,39.2,39.2,29.4,19.6,29.4,19.6,35.4,21.5,11.9,14,16.8,6.2,3.9,6,5.7,10.9
2016,1,2,8,42.7,42.7,32,21.3,32,21.3,38.5,23.4,13,15.2,18.3,6.8,4.2,6.5,6.2,11.8
2016,1,2,9,45.2,45.2,33.9,22.6,33.9,22.6,40.8,24.8,13.7,16.1,19.4,7.2,4.5,6.9,6.6,12.5
2016,1,2,10,48.9,48.9,36.7,24.5,36.7,24.5,44.2,26.8,14.9,17.4,21,7.8,4.8,7.4,7.1,13.6
2016,1,2,11,48.1,48.1,36.1,24.1,36.1,24.1,43.5,26.4,14.6,17.2,20.7,7.6,4.8,7.3,7,13.4
2016,1,2,12,45.2,45.2,33.9,22.6,33.9,22.6,40.8,24.8,13.7,16.1,19.4,7.2,4.5,6.9,6.6,12.5
2016,1,2,13,45.9,45.9,34.4,22.9,34.4,22.9,41.4,25.1,13.9,16.4,19.7,7.3,4.5,7,6.7,12.7
2016,1,2,14,46.5,46.5,34.9,23.2,34.9,23.2,42,25.5,14.1,16.6,20,7.4,4.6,7.1,6.8,12.9
2016,1,2,15,46,46,34.5,23,34.5,23,41.5,25.2,14,16.4,19.7,7.3,4.6,7,6.7,12.8
2016,1,2,16,45.5,45.5,34.1,22.7,34.1,22.7,41.1,24.9,13.8,16.2,19.5,7.2,4.5,6.9,6.6,12.6
2016,1,2,17,42,42,31.5,21,31.5,21,38,23,12.8,15,18,6.7,4.2,6.4,6.1,11.7
2016,1,2,18,50.4,50.4,37.8,25.2,37.8,25.2,45.5,27.6,15.3,18,21.6,8,5,7.7,7.3,14
2016,1,2,19,52.8,52.8,39.6,26.4,39.6,26.4,47.7,29,16.1,18.8,22.7,8.4,5.2,8,7.7,14.7
2016,1,2,20,51.9,51.9,39,26,39,26,46.9,28.5,15.8,18.5,22.3,8.2,5.1,7.9,7.5,14.4
2016,1,2,21,50.9,50.9,38.2,25.5,38.2,25.5,46,27.9,15.5,18.2,21.9,8.1,5,7.7,7.4,14.1
2016,1,2,22,43.7,43.7,32.8,21.8,32.8,21.8,39.5,24,13.3,15.6,18.8,6.9,4.3,6.6,6.3,12.1
2016,1,2,23,37,37,27.7,18.5,27.7,18.5,33.4,20.3,11.2,13.2,15.9,5.9,3.7,5.6,5.4,10.3
2016,1,3,0,37.2,37.2,27.9,18.6,27.9,18.6,33.6,20.4,11.3,13.3,16,5.9,3.7,5.7,5.4,10.3
2016,1,3,1,36.5,36.5,27.3,18.2,27.3,18.2,32.9,20,11.1,13,15.7,5.8,3.6,5.5,5.3,10.1
2016,1,3,2,34.7,34.7,26,17.3,26,17.3,31.3,19,10.5,12.4,14.9,5.5,3.4,5.3,5,9.6
2016,1,3,3,33.9,33.9,25.4,17,25.4,17,30.6,18.6,10.3,12.1,14.6,5.4,3.4,5.2,4.9,9.4
2016,1,3,4,33,33,24.8,16.5,24.8,16.5,29.8,18.1,10,11.8,14.2,5.2,3.3,5,4.8,9.2
2016,1,3,5,31.5,31.5,23.6,15.7,23.6,15.7,28.4,17.3,9.6,11.2,13.5,5,3.1,4.8,4.6,8.7
2016,1,3,6,32.8,32.8,24.6,16.4,24.6,16.4,29.6,18,10,11.7,14.1,5.2,3.2,5,4.8,9.1
2016,1,3,7,39.2,39.2,29.4,19.6,29.4,19.6,35.4,21.5,11.9,14,16.8,6.2,3.9,6,5.7,10.9
2016,1,3,8,42.7,42.7,32,21.3,32,21.3,38.5,23.4,13,15.2,18.3,6.8,4.2,6.5,6.2,11.8
2016,1,3,9,45.2,45.2,33.9,22.6,33.9,22.6,40.8,24.8,13.7,16.1,19.4,7.2,4.5,6.9,6.6,12.5
2016,1,3,10,48.9,48.9,36.7,24.5,36.7,24.5,44.2,26.8,14.9,17.4,21,7.8,4.8,7.4,7.1,13.6
2016,1,3,11,48.1,48.1,36.1,24.1,36.1,24.1,43.5,26.4,14.6,17.2,20.7,7.6,4.8,7.3,7,13.4
2016,1,3,12,45.2,45.2,33.9,22.6,33.9,22.6,40.8,24.8,13.7,16.1,19.4,7.2,4.5,6.9,6.6,12.5
2016,1,3,13,45.9,45.9,34.4,22.9,34.4,22.9,41.4,25.1,13.9,16.4,19.7,7.3,4.5,7,6.7,12.7
2016,1,3,14,46.5,46.5,34.9,23.2,34.9,23.2,42,25.5,14.1,16.6,20,7.4,4.6,7.1,6.8,12.9
2016,1,3,15,46,46,34.5,23,34.5,23,41.5,25.2,14,16.4,19.7,7.3,4.6,7,6.7,12.8
2016,1,3,16,45.5,45.5,34.1,22.7,34.1,22.7,41.1,24.9,13.8,16.2,19.5,7.2,4.5,6.9,6.6,12.6
2016,1,3,17,42,42,31.5,21,31.5,21,38,23,12.8,15,18,6.7,4.2,6.4,6.1,11.7
2016,1,3,18,50.4,50.4,37.8,25.2,37.8,25.2,45.5,27.6,15.3,18,21.6,8,5,7.7,7.3,14
2016,1,3,19,52.8,52.8,39.6,26.4,39.6,26.4,47.7,29,16.1,18.8,22.7,8.4,5.2,8,7.7,14.7
2016,1,3,20,51.9,51.9,39,26,39,26,46.9,28.5,15.8,18.5,22.3,8.2,5.1,7.9,7.5,14.4
2016,1,3,21,50.9,50.9,38.2,25.5,38.2,25.5,46,27.9,15.5,18.2,21.9,8.1,5,7.7,7.4,14.1
2016,1,3,22,43.7,43.7,32.8,21.8,32.8,21.8,39.5,24,13.3,15.6,18.8,6.9,4.3,6.6,6.3,12.1
2016,1,3,23,37,37,27.7,18.5,27.7,18.5,33.4,20.3,11.2,13.2,15.9,5.9,3.7,5.6,5.4,10.3
2016,1,4,0,81.9,81.9,61.4,41,61.4,41,74,44.9,24.9,29.2,35.2,13,8.1,12.4,11.9,22.7
2016,1,4,1,79.6,79.6,59.7,39.8,59.7,39.8,71.9,43.7,24.2,28.4,34.2,12.6,7.9,12.1,11.6,22.1
2016,1,4,2,76.6,76.6,57.4,38.3,57.4,38.3,69.2,42,23.3,27.3,32.9,12.1,7.6,11.6,11.1,21.2
2016,1,4,3,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,1,4,4,74.6,74.6,55.9,37.3,55.9,37.3,67.3,40.9,22.7,26.6,32,11.8,7.4,11.3,10.8,20.7
2016,1,4,5,76.5,76.5,57.3,38.2,57.3,38.2,69,41.9,23.2,27.3,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,4,6,91.7,91.7,68.8,45.9,68.8,45.9,82.8,50.3,27.9,32.7,39.4,14.5,9.1,13.9,13.3,25.4
2016,1,4,7,109.4,109.4,82,54.7,82,54.7,98.7,60,33.2,39,47,17.3,10.8,16.6,15.9,30.3
2016,1,4,8,118.2,118.2,88.7,59.1,88.7,59.1,106.8,64.8,35.9,42.2,50.8,18.7,11.7,18,17.2,32.8
2016,1,4,9,118.5,118.5,88.9,59.3,88.9,59.3,107,65,36,42.3,50.9,18.8,11.7,18,17.2,32.9
2016,1,4,10,112.9,112.9,84.7,56.5,84.7,56.5,102,61.9,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,1,4,11,108.3,108.3,81.3,54.2,81.3,54.2,97.8,59.4,32.9,38.6,46.5,17.2,10.7,16.5,15.7,30.1
2016,1,4,12,118,118,88.5,59,88.5,59,106.5,64.7,35.9,42.1,50.7,18.7,11.7,17.9,17.1,32.7
2016,1,4,13,122.3,122.3,91.7,61.2,91.7,61.2,110.4,67.1,37.2,43.6,52.5,19.4,12.1,18.6,17.8,33.9
2016,1,4,14,117.2,117.2,87.9,58.6,87.9,58.6,105.9,64.3,35.6,41.8,50.3,18.6,11.6,17.8,17,32.5
2016,1,4,15,111.4,111.4,83.5,55.7,83.5,55.7,100.6,61.1,33.8,39.7,47.8,17.7,11,16.9,16.2,30.9
2016,1,4,16,101.2,101.2,75.9,50.6,75.9,50.6,91.4,55.5,30.8,36.1,43.5,16,10,15.4,14.7,28.1
2016,1,4,17,97.4,97.4,73.1,48.7,73.1,48.7,88,53.4,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,1,4,18,103.6,103.6,77.7,51.8,77.7,51.8,93.6,56.8,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,4,19,104,104,78,52,78,52,93.9,57,31.6,37.1,44.7,16.5,10.3,15.8,15.1,28.9
2016,1,4,20,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58.2,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,1,4,21,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54.4,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,1,4,22,91.2,91.2,68.4,45.6,68.4,45.6,82.3,50,27.7,32.5,39.2,14.5,9,13.9,13.3,25.3
2016,1,4,23,86.5,86.5,64.9,43.2,64.9,43.2,78.1,47.4,26.3,30.9,37.1,13.7,8.6,13.1,12.6,24
2016,1,5,0,81.9,81.9,61.4,41,61.4,41,74,44.9,24.9,29.2,35.2,13,8.1,12.4,11.9,22.7
2016,1,5,1,79.6,79.6,59.7,39.8,59.7,39.8,71.9,43.7,24.2,28.4,34.2,12.6,7.9,12.1,11.6,22.1
2016,1,5,2,76.6,76.6,57.4,38.3,57.4,38.3,69.2,42,23.3,27.3,32.9,12.1,7.6,11.6,11.1,21.2
2016,1,5,3,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,1,5,4,74.6,74.6,55.9,37.3,55.9,37.3,67.3,40.9,22.7,26.6,32,11.8,7.4,11.3,10.8,20.7
2016,1,5,5,76.5,76.5,57.3,38.2,57.3,38.2,69,41.9,23.2,27.3,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,5,6,91.6,91.6,68.7,45.8,68.7,45.8,82.7,50.2,27.8,32.7,39.3,14.5,9.1,13.9,13.3,25.4
2016,1,5,7,109.4,109.4,82,54.7,82,54.7,98.7,60,33.2,39,47,17.3,10.8,16.6,15.9,30.3
2016,1,5,8,118.2,118.2,88.7,59.1,88.7,59.1,106.8,64.8,35.9,42.2,50.8,18.7,11.7,18,17.2,32.8
2016,1,5,9,118.4,118.4,88.8,59.2,88.8,59.2,106.9,64.9,36,42.2,50.8,18.8,11.7,18,17.2,32.8
2016,1,5,10,112.9,112.9,84.7,56.5,84.7,56.5,102,61.9,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,1,5,11,108.3,108.3,81.3,54.2,81.3,54.2,97.8,59.4,32.9,38.6,46.5,17.2,10.7,16.5,15.7,30.1
2016,1,5,12,117.9,117.9,88.4,58.9,88.4,58.9,106.4,64.6,35.8,42,50.6,18.7,11.7,17.9,17.1,32.7
2016,1,5,13,122.3,122.3,91.7,61.2,91.7,61.2,110.4,67.1,37.2,43.6,52.5,19.4,12.1,18.6,17.8,33.9
2016,1,5,14,117.2,117.2,87.9,58.6,87.9,58.6,105.9,64.3,35.6,41.8,50.3,18.6,11.6,17.8,17,32.5
2016,1,5,15,111.4,111.4,83.5,55.7,83.5,55.7,100.6,61.1,33.8,39.7,47.8,17.7,11,16.9,16.2,30.9
2016,1,5,16,101.2,101.2,75.9,50.6,75.9,50.6,91.4,55.5,30.8,36.1,43.5,16,10,15.4,14.7,28.1
2016,1,5,17,97.4,97.4,73.1,48.7,73.1,48.7,88,53.4,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,1,5,18,103.6,103.6,77.7,51.8,77.7,51.8,93.6,56.8,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,5,19,104,104,78,52,78,52,93.9,57,31.6,37.1,44.7,16.5,10.3,15.8,15.1,28.9
2016,1,5,20,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58.2,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,1,5,21,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54.4,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,1,5,22,91.2,91.2,68.4,45.6,68.4,45.6,82.3,50,27.7,32.5,39.2,14.5,9,13.9,13.3,25.3
2016,1,5,23,86.5,86.5,64.9,43.2,64.9,43.2,78.1,47.4,26.3,30.9,37.1,13.7,8.6,13.1,12.6,24
2016,1,6,0,81.9,81.9,61.4,41,61.4,41,74,44.9,24.9,29.2,35.2,13,8.1,12.4,11.9,22.7
2016,1,6,1,79.6,79.6,59.7,39.8,59.7,39.8,71.9,43.7,24.2,28.4,34.2,12.6,7.9,12.1,11.6,22.1
2016,1,6,2,76.6,76.6,57.4,38.3,57.4,38.3,69.2,42,23.3,27.3,32.9,12.1,7.6,11.6,11.1,21.2
2016,1,6,3,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,1,6,4,74.4,74.4,55.8,37.2,55.8,37.2,67.2,40.8,22.6,26.5,32,11.8,7.4,11.3,10.8,20.6
2016,1,6,5,76.5,76.5,57.3,38.2,57.3,38.2,69,41.9,23.2,27.3,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,6,6,91.6,91.6,68.7,45.8,68.7,45.8,82.7,50.2,27.8,32.7,39.3,14.5,9.1,13.9,13.3,25.4
2016,1,6,7,109.2,109.2,81.9,54.6,81.9,54.6,98.6,59.9,33.2,39,46.9,17.3,10.8,16.6,15.9,30.3
2016,1,6,8,118.2,118.2,88.7,59.1,88.7,59.1,106.8,64.8,35.9,42.2,50.8,18.7,11.7,18,17.2,32.8
2016,1,6,9,118.4,118.4,88.8,59.2,88.8,59.2,106.9,64.9,36,42.2,50.8,18.8,11.7,18,17.2,32.8
2016,1,6,10,112.9,112.9,84.7,56.5,84.7,56.5,102,61.9,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,1,6,11,108.3,108.3,81.3,54.2,81.3,54.2,97.8,59.4,32.9,38.6,46.5,17.2,10.7,16.5,15.7,30.1
2016,1,6,12,117.9,117.9,88.4,58.9,88.4,58.9,106.4,64.6,35.8,42,50.6,18.7,11.7,17.9,17.1,32.7
2016,1,6,13,122.3,122.3,91.7,61.2,91.7,61.2,110.4,67.1,37.2,43.6,52.5,19.4,12.1,18.6,17.8,33.9
2016,1,6,14,117.2,117.2,87.9,58.6,87.9,58.6,105.9,64.3,35.6,41.8,50.3,18.6,11.6,17.8,17,32.5
2016,1,6,15,111.4,111.4,83.5,55.7,83.5,55.7,100.6,61.1,33.8,39.7,47.8,17.7,11,16.9,16.2,30.9
2016,1,6,16,101.2,101.2,75.9,50.6,75.9,50.6,91.4,55.5,30.8,36.1,43.5,16,10,15.4,14.7,28.1
2016,1,6,17,97.4,97.4,73.1,48.7,73.1,48.7,88,53.4,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,1,6,18,103.6,103.6,77.7,51.8,77.7,51.8,93.6,56.8,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,6,19,104,104,78,52,78,52,93.9,57,31.6,37.1,44.7,16.5,10.3,15.8,15.1,28.9
2016,1,6,20,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58.2,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,1,6,21,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54.4,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,1,6,22,91.2,91.2,68.4,45.6,68.4,45.6,82.3,50,27.7,32.5,39.2,14.5,9,13.9,13.3,25.3
2016,1,6,23,86.5,86.5,64.9,43.2,64.9,43.2,78.1,47.4,26.3,30.9,37.1,13.7,8.6,13.1,12.6,24
2016,1,7,0,81.9,81.9,61.4,41,61.4,41,74,44.9,24.9,29.2,35.2,13,8.1,12.4,11.9,22.7
2016,1,7,1,79.6,79.6,59.7,39.8,59.7,39.8,71.9,43.7,24.2,28.4,34.2,12.6,7.9,12.1,11.6,22.1
2016,1,7,2,76.6,76.6,57.4,38.3,57.4,38.3,69.2,42,23.3,27.3,32.9,12.1,7.6,11.6,11.1,21.2
2016,1,7,3,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,1,7,4,74.4,74.4,55.8,37.2,55.8,37.2,67.2,40.8,22.6,26.5,32,11.8,7.4,11.3,10.8,20.6
2016,1,7,5,76.5,76.5,57.3,38.2,57.3,38.2,69,41.9,23.2,27.3,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,7,6,91.6,91.6,68.7,45.8,68.7,45.8,82.7,50.2,27.8,32.7,39.3,14.5,9.1,13.9,13.3,25.4
2016,1,7,7,109.2,109.2,81.9,54.6,81.9,54.6,98.6,59.9,33.2,39,46.9,17.3,10.8,16.6,15.9,30.3
2016,1,7,8,118.2,118.2,88.7,59.1,88.7,59.1,106.8,64.8,35.9,42.2,50.8,18.7,11.7,18,17.2,32.8
2016,1,7,9,118.4,118.4,88.8,59.2,88.8,59.2,106.9,64.9,36,42.2,50.8,18.8,11.7,18,17.2,32.8
2016,1,7,10,112.9,112.9,84.7,56.5,84.7,56.5,102,61.9,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,1,7,11,108.3,108.3,81.3,54.2,81.3,54.2,97.8,59.4,32.9,38.6,46.5,17.2,10.7,16.5,15.7,30.1
2016,1,7,12,117.9,117.9,88.4,58.9,88.4,58.9,106.4,64.6,35.8,42,50.6,18.7,11.7,17.9,17.1,32.7
2016,1,7,13,122.3,122.3,91.7,61.2,91.7,61.2,110.4,67.1,37.2,43.6,52.5,19.4,12.1,18.6,17.8,33.9
2016,1,7,14,117.2,117.2,87.9,58.6,87.9,58.6,105.9,64.3,35.6,41.8,50.3,18.6,11.6,17.8,17,32.5
2016,1,7,15,111.3,111.3,83.4,55.6,83.4,55.6,100.5,61,33.8,39.7,47.8,17.6,11,16.9,16.2,30.9
2016,1,7,16,101.2,101.2,75.9,50.6,75.9,50.6,91.4,55.5,30.8,36.1,43.5,16,10,15.4,14.7,28.1
2016,1,7,17,97.4,97.4,73.1,48.7,73.1,48.7,88,53.4,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,1,7,18,103.5,103.5,77.6,51.8,77.6,51.8,93.5,56.7,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,1,7,19,103.9,103.9,77.9,51.9,77.9,51.9,93.8,57,31.6,37.1,44.6,16.5,10.3,15.8,15.1,28.8
2016,1,7,20,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58.2,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,1,7,21,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54.4,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,1,7,22,91.2,91.2,68.4,45.6,68.4,45.6,82.3,50,27.7,32.5,39.2,14.5,9,13.9,13.3,25.3
2016,1,7,23,86.5,86.5,64.9,43.2,64.9,43.2,78.1,47.4,26.3,30.9,37.1,13.7,8.6,13.1,12.6,24
2016,1,8,0,81.8,81.8,61.3,40.9,61.3,40.9,73.9,44.8,24.9,29.2,35.1,13,8.1,12.4,11.9,22.7
2016,1,8,1,79.6,79.6,59.7,39.8,59.7,39.8,71.9,43.7,24.2,28.4,34.2,12.6,7.9,12.1,11.6,22.1
2016,1,8,2,76.6,76.6,57.4,38.3,57.4,38.3,69.2,42,23.3,27.3,32.9,12.1,7.6,11.6,11.1,21.2
2016,1,8,3,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,1,8,4,74.4,74.4,55.8,37.2,55.8,37.2,67.2,40.8,22.6,26.5,32,11.8,7.4,11.3,10.8,20.6
2016,1,8,5,76.5,76.5,57.3,38.2,57.3,38.2,69,41.9,23.2,27.3,32.8,12.1,7.6,11.6,11.1,21.2
2016,1,8,6,91.6,91.6,68.7,45.8,68.7,45.8,82.7,50.2,27.8,32.7,39.3,14.5,9.1,13.9,13.3,25.4
2016,1,8,7,109.2,109.2,81.9,54.6,81.9,54.6,98.6,59.9,33.2,39,46.9,17.3,10.8,16.6,15.9,30.3
2016,1,8,8,118.2,118.2,88.7,59.1,88.7,59.1,106.8,64.8,35.9,42.2,50.8,18.7,11.7,18,17.2,32.8
2016,1,8,9,118.4,118.4,88.8,59.2,88.8,59.2,106.9,64.9,36,42.2,50.8,18.8,11.7,18,17.2,32.8
2016,1,8,10,112.9,112.9,84.7,56.5,84.7,56.5,102,61.9,34.3,40.3,48.5,17.9,11.2,17.2,16.4,31.3
2016,1,8,11,108.3,108.3,81.3,54.2,81.3,54.2,97.8,59.4,32.9,38.6,46.5,17.2,10.7,16.5,15.7,30.1
2016,1,8,12,117.9,117.9,88.4,58.9,88.4,58.9,106.4,64.6,35.8,42,50.6,18.7,11.7,17.9,17.1,32.7
2016,1,8,13,122.2,122.2,91.6,61.1,91.6,61.1,110.3,67,37.1,43.6,52.5,19.4,12.1,18.6,17.8,33.9
2016,1,8,14,117.2,117.2,87.9,58.6,87.9,58.6,105.9,64.3,35.6,41.8,50.3,18.6,11.6,17.8,17,32.5
2016,1,8,15,111.3,111.3,83.4,55.6,83.4,55.6,100.5,61,33.8,39.7,47.8,17.6,11,16.9,16.2,30.9
2016,1,8,16,101.1,101.1,75.8,50.6,75.8,50.6,91.3,55.4,30.7,36.1,43.4,16,10,15.4,14.7,28
2016,1,8,17,97.4,97.4,73.1,48.7,73.1,48.7,88,53.4,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,1,8,18,103.5,103.5,77.6,51.8,77.6,51.8,93.5,56.7,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,1,8,19,103.9,103.9,77.9,51.9,77.9,51.9,93.8,57,31.6,37.1,44.6,16.5,10.3,15.8,15.1,28.8
2016,1,8,20,106.2,106.2,79.6,53.1,79.6,53.1,95.9,58.2,32.3,37.9,45.6,16.8,10.5,16.1,15.4,29.5
2016,1,8,21,99.2,99.2,74.4,49.6,74.4,49.6,89.6,54.4,30.1,35.4,42.6,15.7,9.8,15.1,14.4,27.5
2016,1,8,22,91.2,91.2,68.4,45.6,68.4,45.6,82.3,50,27.7,32.5,39.2,14.5,9,13.9,13.3,25.3
2016,1,8,23,86.5,86.5,64.9,43.2,64.9,43.2,78.1,47.4,26.3,30.9,37.1,13.7,8.6,13.1,12.6,24
2016,1,9,0,37.2,37.2,27.9,18.6,27.9,18.6,33.6,20.4,11.3,13.3,16,5.9,3.7,5.7,5.4,10.3
2016,1,9,1,36.5,36.5,27.3,18.2,27.3,18.2,32.9,20,11.1,13,15.7,5.8,3.6,5.5,5.3,10.1
2016,1,9,2,34.7,34.7,26,17.3,26,17.3,31.3,19,10.5,12.4,14.9,5.5,3.4,5.3,5,9.6
2016,1,9,3,33.9,33.9,25.4,17,25.4,17,30.6,18.6,10.3,12.1,14.6,5.4,3.4,5.2,4.9,9.4
2016,1,9,4,33,33,24.8,16.5,24.8,16.5,29.8,18.1,10,11.8,14.2,5.2,3.3,5,4.8,9.2
2016,1,9,5,31.5,31.5,23.6,15.7,23.6,15.7,28.4,17.3,9.6,11.2,13.5,5,3.1,4.8,4.6,8.7
2016,1,9,6,32.8,32.8,24.6,16.4,24.6,16.4,29.6,18,10,11.7,14.1,5.2,3.2,5,4.8,9.1
