Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2000-01-01,15.84375,18.0078125,18.3515625,16.71875,16.1171875,14.7578125,13.8359375,14.2578125,13.4296875,15.7890625,19.59375,22.8359375,21.9296875,22.1484375,18.78125,15.9921875,14.125,12.9296875,12.0,11.3046875,10.7890625,10.390625,10.0703125,9.9296875,9.7421875,10.015625,11.671875,12.859375,12.40625,11.578125
2000-01-02,18.0078125,18.3515625,16.71875,16.1171875,14.7578125,13.8359375,14.2578125,13.4296875,15.7890625,19.59375,22.8359375,21.9296875,22.1484375,18.78125,15.9921875,14.125,12.9296875,12.0,11.3046875,10.7890625,10.390625,10.0703125,9.9296875,9.7421875,10.015625,11.671875,12.859375,12.40625,11.578125,10.921875
2000-01-03,13.9765625,13.6328125,13.953125,38.4375,59.46875,42.8203125,32.3515625,27.5625,25.8125,24.5859375,24.3828125,23.265625,35.9140625,37.4921875,34.9140625,26.65625,21.0078125,17.5546875,15.3125,13.78125,12.6875,11.8828125,11.265625,10.796875,10.40625,10.203125,9.96875,9.78125,9.578125,9.578125
2000-01-04,13.6328125,13.953125,38.4375,59.46875,42.8203125,32.3515625,27.5625,25.8125,24.5859375,24.3828125,23.265625,35.9140625,37.4921875,34.9140625,26.65625,21.0078125,17.5546875,15.3125,13.78125,12.6875,11.8828125,11.265625,10.796875,10.40625,10.203125,9.96875,9.78125,9.578125,9.578125,17.859375
2000-01-05,13.953125,38.4375,59.46875,42.8203125,32.3515625,27.5625,25.8125,24.5859375,24.3828125,23.265625,35.9140625,37.4921875,34.9140625,26.65625,21.0078125,17.5546875,15.3125,13.78125,12.6875,11.8828125,11.265625,10.796875,10.40625,10.203125,9.96875,9.78125,9.578125,9.578125,17.859375,26.875
2000-01-06,38.4375,59.46875,42.8203125,32.3515625,27.5625,25.8125,24.5859375,24.3828125,23.265625,35.9140625,37.4921875,34.9140625,26.65625,21.0078125,17.5546875,15.3125,13.78125,12.6875,11.8828125,11.265625,10.796875,10.40625,10.203125,9.96875,9.78125,9.578125,9.578125,17.859375,26.875,34.125
2000-01-07,18.4375,19.8125,19.0078125,34.9296875,30.5703125,62.6328125,57.7265625,117.09375,140.2734375,153.8359375,94.9453125,72.0078125,62.1875,45.4453125,42.7734375,35.109375,27.0546875,21.703125,18.359375,16.03125,15.203125,14.078125,12.96875,12.09375,11.4375,10.90625,10.5,10.171875,9.90625,9.671875
2000-01-08,19.8125,19.0078125,34.9296875,30.5703125,62.6328125,57.7265625,117.09375,140.2734375,153.8359375,94.9453125,72.0078125,62.1875,45.4453125,42.7734375,35.109375,27.0546875,21.703125,18.359375,16.03125,15.203125,14.078125,12.96875,12.09375,11.4375,10.90625,10.5,10.171875,9.90625,9.671875,9.484375
2000-01-09,19.0078125,34.9296875,30.5703125,62.6328125,57.7265625,117.09375,140.2734375,153.8359375,94.9453125,72.0078125,62.1875,45.4453125,42.7734375,35.109375,27.0546875,21.703125,18.359375,16.03125,15.203125,14.078125,12.96875,12.09375,11.4375,10.90625,10.5,10.171875,9.90625,9.671875,9.484375,9.4375
2000-01-10,22.984375,19.7265625,28.3515625,33.421875,29.25,22.78125,19.6328125,17.515625,15.96875,16.28125,17.234375,15.7265625,14.0,12.75,11.859375,11.203125,10.703125,10.296875,9.96875,9.6875,9.46875,9.28125,9.125,9.0,8.890625,8.796875,8.71875,8.640625,8.578125,9.015625
2000-01-11,19.7265625,28.3515625,33.421875,29.25,22.78125,19.6328125,17.515625,15.96875,16.28125,17.234375,15.7265625,14.0,12.75,11.859375,11.203125,10.703125,10.296875,9.96875,9.6875,9.46875,9.28125,9.125,9.0,8.890625,8.796875,8.71875,8.640625,8.578125,9.015625,24.671875
