Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2000-01-01,11.40625,14.0703125,18.3671875,18.53125,20.2890625,55.3984375,92.5,73.1484375,47.4765625,32.453125,24.65625,20.0390625,19.640625,19.578125,17.0234375,14.796875,13.015625,17.1171875,29.3359375,28.7578125,23.125,19.21875,17.34375,15.1328125,13.4140625,15.09375,19.453125,23.609375,27.09375,23.140625
2000-01-02,14.0703125,18.3671875,18.53125,20.2890625,55.3984375,92.5,73.1484375,47.4765625,32.453125,24.65625,20.0390625,19.640625,19.578125,17.0234375,14.796875,13.015625,17.1171875,29.3359375,28.7578125,23.125,19.21875,17.34375,15.1328125,13.4140625,15.09375,19.453125,23.609375,27.09375,23.140625,18.234375
2000-01-03,10.5859375,10.7421875,34.6953125,98.6328125,117.859375,93.5,64.2578125,45.109375,32.7265625,27.2578125,27.765625,28.09375,23.5,18.8203125,15.1171875,12.5078125,11.234375,10.265625,9.15625,8.3515625,7.109375,5.9765625,5.59375,5.734375,6.703125,10.1875,28.8125,51.34375,39.9375,28.734375
2000-01-04,10.7421875,34.6953125,98.6328125,117.859375,93.5,64.2578125,45.109375,32.7265625,27.2578125,27.765625,28.09375,23.5,18.8203125,15.1171875,12.5078125,11.234375,10.265625,9.15625,8.3515625,7.109375,5.9765625,5.59375,5.734375,6.703125,10.1875,28.8125,51.34375,39.9375,28.734375,20.421875
2000-01-05,34.6953125,98.6328125,117.859375,93.5,64.2578125,45.109375,32.7265625,27.2578125,27.765625,28.09375,23.5,18.8203125,15.1171875,12.5078125,11.234375,10.265625,9.15625,8.3515625,7.109375,5.9765625,5.59375,5.734375,6.703125,10.1875,28.8125,51.34375,39.9375,28.734375,20.421875,15.484375
2000-01-06,98.6328125,117.859375,93.5,64.2578125,45.109375,32.7265625,27.2578125,27.765625,28.09375,23.5,18.8203125,15.1171875,12.5078125,11.234375,10.265625,9.15625,8.3515625,7.109375,5.9765625,5.59375,5.734375,6.703125,10.1875,28.8125,51.34375,39.9375,28.734375,20.421875,15.484375,12.3125
2000-01-07,15.453125,17.1640625,15.8671875,16.8046875,19.6328125,18.46875,17.5234375,16.765625,16.609375,17.4140625,17.5078125,20.796875,25.3515625,24.703125,21.984375,20.25,16.78125,13.65625,11.046875,9.5,9.546875,10.984375,11.125,11.8125,14.28125,17.421875,19.421875,17.578125,14.78125,12.359375
2000-01-08,17.1640625,15.8671875,16.8046875,19.6328125,18.46875,17.5234375,16.765625,16.609375,17.4140625,17.5078125,20.796875,25.3515625,24.703125,21.984375,20.25,16.78125,13.65625,11.046875,9.5,9.546875,10.984375,11.125,11.8125,14.28125,17.421875,19.421875,17.578125,14.78125,12.359375,10.453125
2000-01-09,15.8671875,16.8046875,19.6328125,18.46875,17.5234375,16.765625,16.609375,17.4140625,17.5078125,20.796875,25.3515625,24.703125,21.984375,20.25,16.78125,13.65625,11.046875,9.5,9.546875,10.984375,11.125,11.8125,14.28125,17.421875,19.421875,17.578125,14.78125,12.359375,10.453125,9.125
2000-01-10,15.15625,14.8828125,17.53125,17.296875,15.625,14.8359375,15.15625,15.4375,19.9375,27.8515625,26.546875,21.0625,16.4609375,13.0546875,10.78125,9.265625,7.71875,6.671875,5.671875,5.9375,6.078125,6.390625,7.796875,10.265625,13.921875,18.6875,24.734375,22.171875,17.71875,14.125
2000-01-11,14.8828125,17.53125,17.296875,15.625,14.8359375,15.15625,15.4375,19.9375,27.8515625,26.546875,21.0625,16.4609375,13.0546875,10.78125,9.265625,7.71875,6.671875,5.671875,5.9375,6.078125,6.390625,7.796875,10.265625,13.921875,18.6875,24.734375,22.171875,17.71875,14.125,12.234375
2000-01-12,17.53125,17.296875,15.625,14.8359375,15.15625,15.4375,19.9375,27.8515625,26.546875,21.0625,16.4609375,13.0546875,10.78125,9.265625,7.71875,6.671875,5.671875,5.9375,6.078125,6.390625,7.796875,10.265625,13.921875,18.6875,24.734375,22.171875,17.71875,14.125,12.234375,11.921875
2000-01-13,17.296875,15.625,14.8359375,15.15625,15.4375,19.9375,27.8515625,26.546875,21.0625,16.4609375,13.0546875,10.78125,9.265625,7.71875,6.671875,5.671875,5.9375,6.078125,6.390625,7.796875,10.265625,13.921875,18.6875,24.734375,22.171875,17.71875,14.125,12.234375,11.921875,18.90625
2000-01-14,12.28125,12.015625,11.7109375,16.65625,26.90625,26.453125,20.4140625,16.1171875,13.09375,11.578125,10.921875,9.8125,8.65625,7.484375,6.6875,5.84375,5.28125,4.71875,4.453125,4.296875,4.171875,4.078125,4.609375,5.609375,5.5,5.265625,5.84375,6.921875,8.0625,8.234375
